date,open,close
2014-01-02,183.98,182.92
2014-01-03,183.23,182.89
2014-01-06,183.49,182.36
2014-01-07,183.09,183.48
2014-01-08,183.45,183.52
2014-01-09,184.11,183.64
2014-01-10,183.95,184.14
2014-01-13,183.67,181.69
2014-01-14,182.29,183.67
2014-01-15,184.1,184.66
2014-01-16,184.28,184.42
2014-01-17,184.1,183.64
2014-01-21,184.7,184.18
2014-01-22,184.49,184.3
2014-01-23,183.37,182.79
2014-01-24,181.6,178.89
2014-01-27,179.06,178.01
2014-01-28,178.14,179.07
2014-01-29,177.58,177.35
2014-01-30,178.83,179.23
2014-01-31,177.01,178.18
2014-02-03,177.97,174.17
2014-02-04,174.95,175.39
2014-02-05,174.78,175.17
2014-02-06,175.58,177.48
2014-02-07,178.31,179.68
2014-02-10,179.7,180.01
2014-02-11,180.16,181.98
2014-02-12,182.25,182.07
2014-02-13,180.84,183.01
2014-02-14,182.84,184.02
2014-02-18,184.18,184.24
2014-02-19,183.76,183.02
2014-02-20,183.27,184.1
2014-02-21,184.45,183.89
2014-02-24,184.28,184.91
2014-02-25,185.06,184.84
2014-02-26,185.11,184.85
2014-02-27,184.58,185.82
2014-02-28,185.79,186.29
2014-03-03,184.65,184.98
2014-03-04,186.79,187.58
2014-03-05,187.74,187.75
2014-03-06,188.21,188.18
2014-03-07,188.96,188.26
2014-03-10,187.97,188.16
2014-03-11,188.44,187.23
2014-03-12,186.32,187.28
2014-03-13,187.84,185.18
2014-03-14,184.85,184.66
2014-03-17,185.59,186.33
2014-03-18,186.71,187.66
2014-03-19,187.68,186.66
2014-03-20,186.25,187.75
2014-03-21,187.71,186.2
2014-03-24,186.84,185.43
2014-03-25,186.37,186.31
2014-03-26,187.04,184.97
2014-03-27,184.75,184.58
2014-03-28,185.11,185.49
2014-03-31,186.67,187.01
2014-04-01,187.62,188.25
2014-04-02,188.49,188.88
2014-04-03,189.17,188.63
2014-04-04,189.66,186.4
2014-04-07,185.95,184.34
2014-04-08,184.26,185.1
2014-04-09,185.6,187.09
2014-04-10,187.08,183.16
2014-04-11,182.14,181.51
2014-04-14,182.93,182.94
2014-04-15,183.32,184.2
2014-04-16,185.47,186.13
2014-04-17,185.88,186.39
2014-04-21,186.44,187.04
2014-04-22,187.23,187.89
2014-04-23,187.82,187.45
2014-04-24,188.37,187.83
2014-04-25,187.22,186.29
2014-04-28,187.05,186.88
2014-04-29,187.48,187.75
2014-04-30,187.44,188.31
2014-05-01,188.22,188.33
2014-05-02,188.31,188.06
2014-05-05,187.14,188.42
2014-05-06,188.0,186.78
2014-05-07,187.41,187.88
2014-05-08,187.71,187.68
2014-05-09,187.71,187.96
2014-05-12,188.8,189.79
2014-05-13,190.04,189.96
2014-05-14,189.79,189.06
2014-05-15,188.68,187.4
2014-05-16,187.51,188.05
2014-05-19,187.69,188.74
2014-05-20,188.65,187.55
2014-05-21,188.09,189.13
2014-05-22,189.18,189.59
2014-05-23,189.76,190.35
2014-05-27,191.06,191.52
2014-05-28,191.52,191.38
2014-05-29,191.82,192.37
2014-05-30,192.19,192.68
2014-06-02,192.95,192.9
2014-06-03,192.43,192.8
2014-06-04,192.47,193.19
2014-06-05,193.41,194.45
2014-06-06,194.87,195.38
2014-06-09,195.35,195.58
2014-06-10,195.34,195.6
2014-06-11,194.9,194.92
2014-06-12,194.69,193.54
2014-06-13,193.92,194.13
2014-06-16,193.89,194.29
2014-06-17,194.02,194.83
2014-06-18,194.83,196.26
2014-06-19,196.43,196.48
2014-06-20,196.03,195.94
2014-06-23,195.99,195.88
2014-06-24,195.53,194.7
2014-06-25,194.29,195.58
2014-06-26,195.61,195.44
2014-06-27,194.98,195.82
2014-06-30,195.7,195.72
2014-07-01,196.2,197.03
2014-07-02,197.05,197.23
2014-07-03,197.79,198.2
2014-07-07,197.82,197.51
2014-07-08,197.15,196.24
2014-07-09,196.73,197.12
2014-07-10,195.22,196.34
2014-07-11,196.22,196.61
2014-07-14,197.61,197.6
2014-07-15,197.72,197.23
2014-07-16,198.11,197.96
2014-07-17,197.35,195.71
2014-07-18,196.35,197.71
2014-07-21,197.09,197.34
2014-07-22,198.01,198.2
2014-07-23,198.5,198.64
2014-07-24,198.83,198.65
2014-07-25,198.09,197.72
2014-07-28,197.76,197.8
2014-07-29,198.17,196.95
2014-07-30,197.65,196.98
2014-07-31,195.61,193.09
2014-08-01,192.56,192.5
2014-08-04,192.87,193.89
2014-08-05,193.1,192.01
2014-08-06,191.11,192.07
2014-08-07,192.94,191.03
2014-08-08,191.46,193.24
2014-08-11,193.97,193.8
2014-08-12,193.61,193.53
2014-08-13,194.29,194.84
2014-08-14,195.16,195.76
2014-08-15,196.47,195.72
2014-08-18,196.8,197.36
2014-08-19,197.84,198.39
2014-08-20,198.12,198.92
2014-08-21,199.09,199.5
2014-08-22,199.34,199.19
2014-08-25,200.14,200.2
2014-08-26,200.33,200.33
2014-08-27,200.43,200.25
2014-08-28,199.59,200.14
2014-08-29,200.45,200.71
2014-09-02,200.97,200.61
2014-09-03,201.38,200.5
2014-09-04,200.84,200.21
2014-09-05,200.17,201.11
2014-09-08,200.92,200.59
2014-09-09,200.41,199.32
2014-09-10,199.43,200.07
2014-09-11,199.27,200.3
2014-09-12,200.1,199.13
2014-09-15,199.16,198.98
2014-09-16,198.61,200.48
2014-09-17,200.77,200.75
2014-09-18,201.36,201.82
2014-09-19,201.52,200.7
2014-09-22,200.35,199.15
2014-09-23,198.43,198.01
2014-09-24,198.04,199.56
2014-09-25,199.04,196.34
2014-09-26,196.7,197.9
2014-09-29,196.2,197.54
2014-09-30,197.69,197.02
2014-10-01,196.7,194.35
2014-10-02,194.18,194.38
2014-10-03,195.68,196.52
2014-10-06,197.34,196.29
2014-10-07,195.28,193.26
2014-10-08,193.37,196.64
2014-10-09,196.33,192.74
2014-10-10,192.69,190.54
2014-10-13,190.46,187.41
2014-10-14,188.42,187.7
2014-10-15,185.16,186.43
2014-10-16,183.06,186.27
2014-10-17,188.42,188.47
2014-10-20,188.13,190.3
2014-10-21,191.68,194.07
2014-10-22,194.41,192.69
2014-10-23,194.62,194.93
2014-10-24,195.25,196.43
2014-10-27,195.73,196.16
2014-10-28,196.82,198.41
2014-10-29,198.55,198.11
2014-10-30,197.58,199.38
2014-10-31,201.78,201.66
2014-11-03,201.92,201.77
2014-11-04,201.23,201.07
2014-11-05,202.54,202.34
2014-11-06,202.39,203.15
2014-11-07,203.17,203.34
2014-11-10,203.38,203.98
2014-11-11,204.06,204.18
2014-11-12,203.35,203.96
2014-11-13,204.16,204.19
2014-11-14,204.1,204.24
2014-11-17,203.85,204.37
2014-11-18,204.44,205.55
2014-11-19,205.31,205.22
2014-11-20,204.26,205.58
2014-11-21,207.64,206.68
2014-11-24,207.17,207.26
2014-11-25,207.54,207.11
2014-11-26,207.29,207.64
2014-11-28,207.49,207.2
2014-12-01,206.4,205.76
2014-12-02,205.81,207.09
2014-12-03,207.3,207.89
2014-12-04,207.54,207.66
2014-12-05,207.87,208.0
2014-12-08,207.52,206.61
2014-12-09,204.37,206.47
2014-12-10,205.91,203.16
2014-12-11,203.88,204.19
2014-12-12,202.64,200.89
2014-12-15,201.98,199.51
2014-12-16,198.58,197.91
2014-12-17,198.44,201.79
2014-12-18,204.74,206.78
2014-12-19,206.43,206.52
2014-12-22,206.75,207.47
2014-12-23,208.17,207.75
2014-12-24,208.02,207.77
2014-12-26,208.31,208.44
2014-12-29,208.22,208.72
2014-12-30,208.21,207.6
2014-12-31,207.99,205.54
2015-01-02,206.38,205.43
2015-01-05,204.17,201.72
2015-01-06,202.09,199.82
2015-01-07,201.42,202.31
